feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,target
-3.843184689080739,0.9392980033564944,-0.10942513496205075,3.0800516992258906,3.512120744651466,2.8032321086165566,-0.918985405790502,3.85042542653044,0.22146209368521527,-0.851999920855544,0.9516997840793224,-1.5300470354884312,1
-1.1820617529254092,-0.6803187971877874,-1.3919631151333505,-1.2733141149524299,2.91584675434091,-4.983171453213954,-0.5602736242800863,-0.4450959018775439,5.706128023061198,0.05930583284271392,3.150883853485374,-1.7700673589650684,0
0.19988399987390637,0.3638871311357155,-1.4610185318099254,-1.3802648686440389,1.8753047842346273,-1.7097392480484823,-0.16152544706309113,-2.660379877346738,3.976519380594799,0.5935947466572257,1.867784553774861,0.27809154496059046,0
-1.4054942193692148,0.6079070802391029,1.6441153924039638,2.0004451376247907,0.9750780363325012,0.03542543251404906,-0.9303895356778542,3.243371196347538,-1.4258219101182772,-0.14178573701348646,-0.9888745809248352,-1.3295668104448057,0
-2.1597746428667213,1.6833240931362694,0.4450565888092418,0.8693301754807595,2.617197341120442,-0.279851792177201,0.26052276992282,2.195319487985859,0.8239795221754616,1.4011774694886965,0.535825946390644,-2.6051285831597317,0
-1.654641451245456,-0.33891663854170234,3.005194110037931,-6.192409012974487,0.4798731286770368,-6.335327160866412,1.5018995173811083,-3.335821703205095,1.767148542169635,-1.0799309749510118,2.2182056309854277,0.7213427220213228,0
-1.2537124818539929,1.5770815914148872,-0.05649749643484836,-3.3998979294099403,-1.4724511840613217,2.7034837113153767,-0.5841631630046932,-2.878430020923852,-3.060234576819103,-0.09975290832228727,-2.613245001939849,1.8071345710311657,1
-0.5752514606659093,-1.3315423718081452,-5.3791347496471,-1.1977977372372743,-0.1706632510012258,-4.4940740469320595,0.2773394359489091,1.6392153500886424,5.074596763713661,1.795073656627562,2.8272885903665292,-4.570252176066421,0
-0.42346184186825586,0.979496889786781,0.7126242544833894,2.2530050175588023,1.255903231121043,0.058671852367743194,2.179715020327793,2.97792435813426,0.3933925965197891,0.5804371910337949,1.840743187630102,-2.3007689936919635,0
-0.9081283910988107,-0.0156104383649328,-2.9303287309779695,-3.8725792938155568,-1.5026699735588431,-0.6147112658861081,0.4603515441816085,-2.804582872066508,1.4924594416720094,0.19466415576976603,1.648971790029584,1.0009455650663759,0
-0.7419972263759489,-2.8182565121626215,-1.4317066643063314,-2.8303309633432394,-1.6929988613786116,0.2836973569357697,1.890080756164366,-0.8711552708375198,-0.8098002050829431,0.8620522350004334,0.32473448903759083,-0.9755457694390692,0
-2.3359448239211797,-0.4760805037729287,2.4170451193308673,1.1824071922453485,-0.23002249193247404,-0.10342481514967217,-2.6392620310194843,1.3649009498186364,-0.9679860324118595,-0.3506755996388678,1.9003444872219235,5.021110970666909,1
-2.454905361067061,-0.07190234230201205,0.6252552630979309,-1.571808775609563,3.691990000012603,0.24188419093286684,3.3937864439175884,0.20926892812468179,1.1001990213699608,-0.7455153546384194,0.9051537077540299,-4.515151035831473,0
-2.55045962489499,0.6225713216420591,0.8995712545064478,0.08657454279438467,1.0275850279137864,-2.795861833001819,-0.5055376668976587,2.900390102647294,0.7659132366942506,-0.8091408613093838,1.5020213919942933,-1.4234850672319117,1
-2.3549873408007125,0.12161980433785125,0.6471242261863002,-2.4715552043186086,1.19461318855852,-1.9927904952080342,0.48950094326358284,0.5663817602447114,-0.10176736559204252,1.0865330331503797,-0.7332001533940635,-3.0048152930181895,1
0.5206521456596465,-0.2507674246872151,0.5970482059646027,2.6181969443449375,0.7839730201299273,-0.12398883237229574,2.6220799076582755,2.64790491359146,0.8434584374790397,-0.11124878102166337,2.609546682216452,-1.6294439462931805,0
-1.7148668006385888,-0.771737933507993,-1.2314767573889491,0.08101564286904943,3.551571002838803,1.8895677895304837,1.6669197466029453,0.8202751569972722,0.932670536456707,-0.9173851782748773,-0.9704747048853573,-5.158784914754305,1
-0.0483624685197821,0.5986816966536792,2.6306674983791676,1.4015882842564968,-3.594476906904995,3.438151813597824,-2.485002728607797,0.2574939405855623,-5.197231585694048,1.5484083130105488,-1.2258131773561265,6.882050048438046,1
-1.0894777242197284,1.4051355680631505,-2.4922180334972808,-2.8058191978447447,1.3785996434991494,-0.3438263708554756,2.738852089033246,-0.39635684439236063,1.1885325438921555,1.2476490911006113,-0.7678863568962151,-5.9862851508105575,1
-1.2240186870046754,0.06982226750198367,-1.7530002180307303,0.13675077026412735,1.3284186881957878,1.0287176833047191,0.9121258587470058,1.2084197793066942,0.6293898028861091,-0.35550816609718133,-0.13124150864485307,-3.281349220458271,1
-3.1008348048199945,0.6791198793165925,1.1413353621793079,0.7943914031023511,1.7515852205483113,-1.6473610803348964,-1.8770991102758032,2.0479090414324235,1.3617039694795376,0.30983473767085634,2.478611168993395,1.4890681980065212,1
-3.004471447061699,0.44753677072977205,2.457055042781181,-3.2645339161449147,-2.1176245432907788,3.640102734745949,-3.330449635295693,-4.263652498060537,-3.8595361386423446,1.8379176146380507,-0.15938891948983303,9.819653865898303,1
-2.1288717448222467,-0.6813892194235872,0.558761937011567,0.3463814477473451,3.867972629639717,-0.7401329475667897,4.1170634646803865,2.4137962501824672,2.0721188513485296,-0.26926942435262874,2.6096542004199312,-5.456811724894157,0
