feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,target
-2.6321341862625403,1.1776046776172728,-1.5487922604443929,0.5982344802956465,3.6530106674804657,1.2076393222827388,0.569842575708439,1.9304051068024937,1.4561890447168149,-0.859911195741209,-0.27876541330443994,-4.807037299362163,1
-1.4312661008076697,-0.9036389700309622,-2.41888485313103,-3.9148371212920656,-0.08815882520374774,-1.1067127536922186,0.5656807446179329,-1.872932290567126,1.2052263208567224,0.2704837761099131,-0.12180101168692037,-2.014919901819264,0
-0.03508667282574862,1.0982077264110128,0.2558461452912475,-3.1918721888677255,-2.05052077887649,1.6536641005795487,-0.4723527605559411,-2.97989991646213,-2.91833346360115,-0.20798216496622418,-2.7799035398983643,1.7774419361318263,1
-2.9752837651103743,-0.6448077722438085,-0.6334575336673247,-2.6206185797506834,3.11591706992676,-1.8191217033339147,2.041789669420362,0.047392955549204085,2.4852122249824187,-0.8198424184528124,1.5847807565053724,-4.150840985635443,0
-0.8396940638073593,-1.0080045339099157,1.146548071949968,-1.7688738841878318,-0.6203188718503059,-0.8702911155701265,-1.4110226277749618,-1.4330410310576327,-0.6476711616646038,-0.6019367621890407,-0.26299214537359916,2.511466450422956,1
-2.7487401467774273,0.42467310536351893,-1.746073221714782,-1.2866998187508132,3.0378290826024696,-0.3318507973487659,1.057643254902272,-0.38975761434521417,3.437582367216264,-2.4284677516955657,2.98710034108349,-1.6389121252216559,0
-0.7830189307941197,1.4659729863053197,-1.3738300251262137,-0.23092090047447955,1.339343463828559,1.383380783951606,0.8811583718010262,-0.0663998917668438,0.6581525727552594,0.20672684713210876,-0.11905119096554184,-2.0694673539208157,1
-2.6872667730759745,0.5482282802858869,0.479757925456348,-3.2108803663089227,-0.8226235308947192,3.8286798156061295,-1.7738368412811385,-3.3754514101975106,-2.95776994641722,-0.20862123872414817,-1.4829656051731834,4.626733760291415,1
-1.3604298514804931,-0.4840799087692512,1.178454800631737,0.019370297314707467,2.8898050874111707,0.1874898441853785,3.615917615779219,0.7328119127355119,1.2812212765274837,-2.0477499937897936,2.4704772233325034,-2.618639457777124,0
-2.363461421339931,0.517384012910674,-2.322838480191945,2.4901149843596553,0.8407071752308131,1.873596993821418,-1.0137668606820378,2.841418519087984,1.3403656674254236,0.3396936897262657,2.695566758127242,0.45702359938115183,1
-1.4806596769569667,-2.179938447116955,-1.6391662404319987,-2.634900199726887,1.7645333702128103,-0.5528637265652228,1.31605390818016,-0.6749117577189432,1.1032937022013658,0.3757811288604319,-1.0683212159425561,-4.534370147931862,1
-1.2155392198117196,1.5454446223581857,2.255874564604834,0.9895516527259332,-1.4249189025280804,1.3899617107907427,-3.374287180919713,-0.45614905392300953,-1.8259796168304916,-0.5731602200293155,1.1395172780660225,7.5137256868101145,1
